cve_id,cve_href,cwe_id,vuln_type,publish_date,update_date,score,acces_level,access,complexity,authentication,confidentiality,integrity,availability,summary,refs,code_refs,source
CVE-2019-18388,https://www.cvedetails.com/cve/CVE-2019-18388/,CWE-476,DoS,2019-12-23,2020-11-16,2.1,None,Local,Low,Not required,None,None,Partial,A NULL pointer dereference in vrend_renderer.c in virglrenderer through 0.8.0 allows guest OS users to cause a denial of service via malformed commands.,"{'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/0d9a2c88dc3a70023541b3260b9f00c982abda16', 'http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00028.html', 'https://access.redhat.com/security/cve/cve-2019-18388', 'https://gitlab.freedesktop.org/virgl/virglrenderer/merge_requests/314/diffs?commit_id=d2cdbcf6a8f2317f250fd54f08aa35dde2fa3e30#diff-content-3cd772559e0d73afa136d6818023cfd0c4c8ecc0', 'https://bugzilla.redhat.com/show_bug.cgi?id=1765578'}",{'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/0d9a2c88dc3a70023541b3260b9f00c982abda16'},gitlab
CVE-2019-18197,https://www.cvedetails.com/cve/CVE-2019-18197/,CWE-416,,2019-10-18,2020-08-24,5.1,None,Remote,High,Not required,Partial,Partial,Partial,"In xsltCopyText in transform.c in libxslt 1.1.33, a pointer variable isn't reset under certain circumstances. If the relevant memory area happened to be freed and reused in a certain way, a bounds check could fail and memory outside a buffer could be written to, or uninitialized data could be disclosed.","{'https://www.openwall.com/lists/oss-security/2019/11/17/2', 'http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00015.html', 'http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00062.html', 'http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00025.html', 'https://security.netapp.com/advisory/ntap-20200416-0004/', 'https://access.redhat.com/errata/RHSA-2020:0514', 'https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=15768', 'https://www.oracle.com/security-alerts/cpuapr2020.html', 'https://usn.ubuntu.com/4164-1/', 'https://lists.debian.org/debian-lts-announce/2019/10/msg00037.html', 'https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=15746', 'https://gitlab.gnome.org/GNOME/libxslt/commit/2232473733b7313d67de8836ea3b29eec6e8e285', 'https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=15914', 'https://security.netapp.com/advisory/ntap-20191031-0004/', 'http://lists.opensuse.org/opensuse-security-announce/2020-02/msg00010.html'}",{'https://gitlab.gnome.org/GNOME/libxslt/commit/2232473733b7313d67de8836ea3b29eec6e8e285'},gitlab
CVE-2019-17266,https://www.cvedetails.com/cve/CVE-2019-17266/,CWE-125,,2019-10-06,2019-11-06,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,libsoup from versions 2.65.1 until 2.68.1 have a heap-based buffer over-read because soup_ntlm_parse_challenge() in soup-auth-ntlm.c does not properly check an NTLM message's length before proceeding with a memcpy.,"{'https://github.com/Kirin-say/Vulnerabilities/blob/master/CVE-2019-17266_POC.md', 'https://security-tracker.debian.org/tracker/CVE-2019-17266', 'https://gitlab.gnome.org/GNOME/libsoup/commit/88b7dff4467f4151afae244ea7d1223753cd05ab', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=941912', 'https://gitlab.gnome.org/GNOME/libsoup/issues/173', 'https://usn.ubuntu.com/4152-1/', 'https://www.mail-archive.com/debian-bugs-dist@lists.debian.org/msg1705054.html', 'https://gitlab.gnome.org/GNOME/libsoup/commit/f8a54ac85eec2008c85393f331cdd251af8266ad'}","{'https://gitlab.gnome.org/GNOME/libsoup/commit/f8a54ac85eec2008c85393f331cdd251af8266ad', 'https://gitlab.gnome.org/GNOME/libsoup/commit/88b7dff4467f4151afae244ea7d1223753cd05ab'}",gitlab
CVE-2019-16680,https://www.cvedetails.com/cve/CVE-2019-16680/,CWE-22,Dir. Trav.,2019-09-21,2019-12-20,2.6,None,Remote,High,Not required,None,Partial,None,"An issue was discovered in GNOME file-roller before 3.29.91. It allows a single ./../ path traversal via a filename contained in a TAR archive, possibly overwriting a file during extraction.","{'https://usn.ubuntu.com/4139-1/', 'https://lists.debian.org/debian-lts-announce/2019/09/msg00032.html', 'https://www.debian.org/security/2019/dsa-4537', 'https://gitlab.gnome.org/GNOME/file-roller/commit/57268e51e59b61c9e3125eb0f65551c7084297e2', 'https://bugzilla.gnome.org/show_bug.cgi?id=794337', 'https://seclists.org/bugtraq/2019/Sep/57', 'https://bugzilla.redhat.com/show_bug.cgi?id=1767594', 'https://gitlab.gnome.org/GNOME/file-roller/commit/e8fb3e24dae711e4fb0d6777e0016cdda8787bc1'}","{'https://gitlab.gnome.org/GNOME/file-roller/commit/e8fb3e24dae711e4fb0d6777e0016cdda8787bc1', 'https://gitlab.gnome.org/GNOME/file-roller/commit/57268e51e59b61c9e3125eb0f65551c7084297e2'}",gitlab
CVE-2019-16159,https://www.cvedetails.com/cve/CVE-2019-16159/,CWE-120,Overflow,2019-09-09,2021-07-21,5.0,None,Remote,Low,Not required,None,None,Partial,"BIRD Internet Routing Daemon 1.6.x through 1.6.7 and 2.x through 2.0.5 has a stack-based buffer overflow. The BGP daemon's support for RFC 8203 administrative shutdown communication messages included an incorrect logical expression when checking the validity of an input message. Sending a shutdown communication with a sufficient message length causes a four-byte overflow to occur while processing the message, where two of the overflow bytes are attacker-controlled and two are fixed.","{'http://trubka.network.cz/pipermail/bird-users/2019-September/013722.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00063.html', 'https://seclists.org/bugtraq/2019/Sep/34', 'https://www.debian.org/security/2019/dsa-4528', 'http://trubka.network.cz/pipermail/bird-users/2019-September/013720.html', 'https://gitlab.labs.nic.cz/labs/bird/commit/1657c41c96b3c07d9265b07dd4912033ead4124b', 'https://gitlab.labs.nic.cz/labs/bird/commit/8388f5a7e14108a1458fea35bfbb5a453e2c563c', 'http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00065.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/4F23NNAPXX65MGJQBPPTVGRV3T4XCKBV/', 'http://trubka.network.cz/pipermail/bird-users/2019-September/013718.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MCVNQJBZYGGNAJNGOFEBE3IAJME2QIZB/', 'http://bird.network.cz'}","{'https://gitlab.labs.nic.cz/labs/bird/commit/8388f5a7e14108a1458fea35bfbb5a453e2c563c', 'https://gitlab.labs.nic.cz/labs/bird/commit/1657c41c96b3c07d9265b07dd4912033ead4124b'}",gitlab
CVE-2019-15890,https://www.cvedetails.com/cve/CVE-2019-15890/,CWE-416,,2019-09-06,2019-09-20,5.0,None,Remote,Low,Not required,None,None,Partial,"libslirp 4.0.0, as used in QEMU 4.1.0, has a use-after-free in ip_reass in ip_input.c.","{'https://www.debian.org/security/2020/dsa-4616', 'https://seclists.org/bugtraq/2020/Feb/0', 'https://www.openwall.com/lists/oss-security/2019/09/06/3', 'https://usn.ubuntu.com/4191-1/', 'https://usn.ubuntu.com/4191-2/', 'https://access.redhat.com/errata/RHSA-2020:0775', 'http://lists.opensuse.org/opensuse-security-announce/2019-11/msg00034.html', 'https://lists.debian.org/debian-lts-announce/2019/09/msg00021.html', 'https://gitlab.freedesktop.org/slirp/libslirp/commit/c5927943'}",{'https://gitlab.freedesktop.org/slirp/libslirp/commit/c5927943'},gitlab
CVE-2019-14378,https://www.cvedetails.com/cve/CVE-2019-14378/,CWE-787,Overflow,2019-07-29,2020-08-24,6.5,None,Remote,Low,???,Partial,Partial,Partial,ip_reass in ip_input.c in libslirp 4.0.0 has a heap-based buffer overflow via a large packet because it mishandles a case involving the first fragment.,"{'http://lists.opensuse.org/opensuse-security-announce/2019-11/msg00034.html', 'https://lists.debian.org/debian-lts-announce/2019/09/msg00021.html', 'https://www.debian.org/security/2019/dsa-4512', 'https://news.ycombinator.com/item?id=20799010', 'https://usn.ubuntu.com/4191-1/', 'https://usn.ubuntu.com/4191-2/', 'https://www.debian.org/security/2019/dsa-4506', 'https://blog.bi0s.in/2019/08/24/Pwn/VM-Escape/2019-07-29-qemu-vm-escape-cve-2019-14378/', 'https://access.redhat.com/errata/RHSA-2019:4344', 'https://access.redhat.com/errata/RHSA-2020:0775', 'https://seclists.org/bugtraq/2019/Aug/41', 'https://access.redhat.com/errata/RHSA-2020:0366', 'https://access.redhat.com/errata/RHSA-2019:3787', 'http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00000.html', 'https://access.redhat.com/errata/RHSA-2019:3742', 'https://access.redhat.com/errata/RHSA-2019:3494', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UPLHB2AN663OXAWUQURF7J2X5LHD4VD3/', 'http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00008.html', 'https://gitlab.freedesktop.org/slirp/libslirp/commit/126c04acbabd7ad32c2b018fe10dfac2a3bc1210', 'https://support.f5.com/csp/article/K25423748', 'https://access.redhat.com/errata/RHSA-2019:3403', 'https://seclists.org/bugtraq/2019/Sep/3', 'https://www.openwall.com/lists/oss-security/2019/08/01/2', 'https://support.f5.com/csp/article/K25423748?utm_source=f5support&utm_medium=RSS', 'https://access.redhat.com/errata/RHSA-2019:3179', 'https://access.redhat.com/errata/RHSA-2019:3968', 'http://packetstormsecurity.com/files/154269/QEMU-Denial-Of-Service.html'}",{'https://gitlab.freedesktop.org/slirp/libslirp/commit/126c04acbabd7ad32c2b018fe10dfac2a3bc1210'},gitlab
CVE-2019-13118,https://www.cvedetails.com/cve/CVE-2019-13118/,CWE-843,,2019-07-01,2021-06-29,5.0,None,Remote,Low,Not required,Partial,None,None,"In numbers.c in libxslt 1.1.33, a type holding grouping characters of an xsl:number instruction was too narrow and an invalid character/length combination could be passed to xsltNumberFormatDecimal, leading to a read of uninitialized stack data.","{'http://seclists.org/fulldisclosure/2019/Jul/31', 'https://www.oracle.com/security-alerts/cpujan2020.html', 'https://support.apple.com/kb/HT210346', 'http://seclists.org/fulldisclosure/2019/Aug/13', 'https://support.apple.com/kb/HT210356', 'https://lists.apache.org/thread.html/r58af02e294bd07f487e2c64ffc0a29b837db5600e33b6e698b9d696b@%3Cissues.bookkeeper.apache.org%3E', 'https://seclists.org/bugtraq/2019/Jul/36', 'https://seclists.org/bugtraq/2019/Aug/23', 'http://seclists.org/fulldisclosure/2019/Jul/26', 'https://support.apple.com/kb/HT210348', 'https://support.apple.com/kb/HT210358', 'https://seclists.org/bugtraq/2019/Jul/40', 'http://seclists.org/fulldisclosure/2019/Jul/37', 'https://lists.debian.org/debian-lts-announce/2019/07/msg00020.html', 'http://seclists.org/fulldisclosure/2019/Jul/23', 'http://seclists.org/fulldisclosure/2019/Jul/24', 'https://oss-fuzz.com/testcase-detail/5197371471822848', 'https://support.apple.com/kb/HT210351', 'https://seclists.org/bugtraq/2019/Jul/35', 'https://seclists.org/bugtraq/2019/Jul/41', 'http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00062.html', 'https://security.netapp.com/advisory/ntap-20200122-0003/', 'http://seclists.org/fulldisclosure/2019/Aug/14', 'https://seclists.org/bugtraq/2019/Aug/22', 'https://seclists.org/bugtraq/2019/Aug/25', 'https://security.netapp.com/advisory/ntap-20190806-0004/', 'http://seclists.org/fulldisclosure/2019/Aug/15', 'https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=15069', 'http://seclists.org/fulldisclosure/2019/Jul/38', 'https://www.openwall.com/lists/oss-security/2019/11/17/2', 'http://seclists.org/fulldisclosure/2019/Jul/22', 'https://support.apple.com/kb/HT210357', 'https://gitlab.gnome.org/GNOME/libxslt/commit/6ce8de69330783977dd14f6569419489875fb71b', 'https://seclists.org/bugtraq/2019/Jul/42', 'https://support.apple.com/kb/HT210353', 'https://seclists.org/bugtraq/2019/Aug/21', 'https://usn.ubuntu.com/4164-1/', 'https://seclists.org/bugtraq/2019/Jul/37', 'http://seclists.org/fulldisclosure/2019/Aug/11', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IOYJKXPQCUNBMMQJWYXOR6QRUJZHEDRZ/', 'https://lists.apache.org/thread.html/rf4c02775860db415b4955778a131c2795223f61cb8c6a450893651e4@%3Cissues.bookkeeper.apache.org%3E'}",{'https://gitlab.gnome.org/GNOME/libxslt/commit/6ce8de69330783977dd14f6569419489875fb71b'},gitlab
CVE-2019-13117,https://www.cvedetails.com/cve/CVE-2019-13117/,CWE-908,,2019-07-01,2021-06-29,5.0,None,Remote,Low,Not required,Partial,None,None,"In numbers.c in libxslt 1.1.33, an xsl:number with certain format strings could lead to a uninitialized read in xsltNumberFormatInsertNumbers. This could allow an attacker to discern whether a byte on the stack contains the characters A, a, I, i, or 0, or any other character.","{'https://www.openwall.com/lists/oss-security/2019/11/17/2', 'https://www.oracle.com/security-alerts/cpujan2020.html', 'https://security.netapp.com/advisory/ntap-20200122-0003/', 'http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00062.html', 'https://security.netapp.com/advisory/ntap-20190806-0004/', 'https://lists.debian.org/debian-lts-announce/2019/07/msg00020.html', 'https://lists.apache.org/thread.html/r58af02e294bd07f487e2c64ffc0a29b837db5600e33b6e698b9d696b@%3Cissues.bookkeeper.apache.org%3E', 'https://oss-fuzz.com/testcase-detail/5631739747106816', 'https://usn.ubuntu.com/4164-1/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IOYJKXPQCUNBMMQJWYXOR6QRUJZHEDRZ/', 'https://gitlab.gnome.org/GNOME/libxslt/commit/c5eb6cf3aba0af048596106ed839b4ae17ecbcb1', 'https://bugs.chromium.org/p/oss-fuzz/issues/detail?id=14471', 'https://lists.apache.org/thread.html/rf4c02775860db415b4955778a131c2795223f61cb8c6a450893651e4@%3Cissues.bookkeeper.apache.org%3E'}",{'https://gitlab.gnome.org/GNOME/libxslt/commit/c5eb6cf3aba0af048596106ed839b4ae17ecbcb1'},gitlab
CVE-2019-13012,https://www.cvedetails.com/cve/CVE-2019-13012/,CWE-732,,2019-06-28,2021-06-29,5.0,None,Remote,Low,Not required,None,Partial,None,"The keyfile settings backend in GNOME GLib (aka glib2.0) before 2.60.0 creates directories using g_file_make_directory_with_parents (kfsb->dir, NULL, NULL) and files using g_file_replace_contents (kfsb->file, contents, length, NULL, FALSE, G_FILE_CREATE_REPLACE_DESTINATION, NULL, NULL, NULL). Consequently, it does not properly restrict directory (and file) permissions. Instead, for directories, 0777 permissions are used; for files, default file permissions are used. This is similar to CVE-2019-12450.","{'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00022.html', 'https://lists.apache.org/thread.html/r58af02e294bd07f487e2c64ffc0a29b837db5600e33b6e698b9d696b@%3Cissues.bookkeeper.apache.org%3E', 'https://gitlab.gnome.org/GNOME/glib/commit/5e4da714f00f6bfb2ccd6d73d61329c6f3a08429', 'https://lists.debian.org/debian-lts-announce/2019/07/msg00029.html', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=931234#12', 'https://security.netapp.com/advisory/ntap-20190806-0003/', 'https://gitlab.gnome.org/GNOME/glib/issues/1658', 'https://usn.ubuntu.com/4049-1/', 'https://usn.ubuntu.com/4049-2/', 'https://gitlab.gnome.org/GNOME/glib/merge_requests/450', 'https://lists.apache.org/thread.html/rf4c02775860db415b4955778a131c2795223f61cb8c6a450893651e4@%3Cissues.bookkeeper.apache.org%3E', 'https://lists.debian.org/debian-lts-announce/2019/08/msg00004.html'}",{'https://gitlab.gnome.org/GNOME/glib/commit/5e4da714f00f6bfb2ccd6d73d61329c6f3a08429'},gitlab
CVE-2019-12900,https://www.cvedetails.com/cve/CVE-2019-12900/,CWE-787,,2019-06-19,2021-07-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,BZ2_decompress in decompress.c in bzip2 through 1.0.6 has an out-of-bounds write when there are many selectors.,"{'https://seclists.org/bugtraq/2019/Jul/22', 'https://usn.ubuntu.com/4146-1/', 'https://support.f5.com/csp/article/K68713584?utm_source=f5support&utm_medium=RSS', 'https://usn.ubuntu.com/4146-2/', 'http://lists.opensuse.org/opensuse-security-announce/2019-12/msg00000.html', 'https://lists.debian.org/debian-lts-announce/2019/06/msg00021.html', 'http://packetstormsecurity.com/files/153957/FreeBSD-Security-Advisory-FreeBSD-SA-19-18.bzip2.html', 'https://security.FreeBSD.org/advisories/FreeBSD-SA-19:18.bzip2.asc', 'https://gitlab.com/federicomenaquintero/bzip2/commit/74de1e2e6ffc9d51ef9824db71a8ffee5962cdbc', 'http://packetstormsecurity.com/files/153644/Slackware-Security-Advisory-bzip2-Updates.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-08/msg00050.html', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00040.html', 'https://usn.ubuntu.com/4038-2/', 'https://lists.debian.org/debian-lts-announce/2019/10/msg00012.html', 'https://seclists.org/bugtraq/2019/Aug/4', 'https://lists.debian.org/debian-lts-announce/2019/07/msg00014.html', 'https://www.oracle.com/security-alerts/cpuoct2020.html', 'https://lists.apache.org/thread.html/ra0adb9653c7de9539b93cc8434143b655f753b9f60580ff260becb2b@%3Cusers.kafka.apache.org%3E', 'http://lists.opensuse.org/opensuse-security-announce/2019-11/msg00078.html', 'https://usn.ubuntu.com/4038-1/', 'https://lists.debian.org/debian-lts-announce/2019/10/msg00018.html', 'https://lists.apache.org/thread.html/rda98305669476c4d90cc8527c4deda7e449019dd1fe9936b56671dd4@%3Cuser.flink.apache.org%3E'}",{'https://gitlab.com/federicomenaquintero/bzip2/commit/74de1e2e6ffc9d51ef9824db71a8ffee5962cdbc'},gitlab
CVE-2019-12795,https://www.cvedetails.com/cve/CVE-2019-12795/,CWE-276,,2019-06-11,2020-08-24,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"daemon/gvfsdaemon.c in gvfsd from GNOME gvfs before 1.38.3, 1.40.x before 1.40.2, and 1.41.x before 1.41.3 opened a private D-Bus server socket without configuring an authorization rule. A local attacker could connect to this server socket and issue D-Bus method calls. (Note that the server socket only accepts a single connection, so the attacker would have to discover the server and connect to the socket before its owner does.)","{'https://lists.debian.org/debian-lts-announce/2019/06/msg00014.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/M2DQVOL5H5BVLXYCEB763DCIYJQ7ZUQ2/', 'https://access.redhat.com/errata/RHSA-2019:3553', 'https://gitlab.gnome.org/GNOME/gvfs/commit/e3808a1b4042761055b1d975333a8243d67b8bfe', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00009.html', 'https://gitlab.gnome.org/GNOME/gvfs/commit/70dbfc68a79faac49bd3423e079cb6902522082a', 'https://usn.ubuntu.com/4053-1/', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00008.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FP6BFQUPQRVRRFIYHFWWB6RHJNEB4LGQ/', 'https://gitlab.gnome.org/GNOME/gvfs/commit/d8c9138bf240975848b1c54db648ec4cd516a48f', 'http://www.securityfocus.com/bid/108741'}","{'https://gitlab.gnome.org/GNOME/gvfs/commit/70dbfc68a79faac49bd3423e079cb6902522082a', 'https://gitlab.gnome.org/GNOME/gvfs/commit/e3808a1b4042761055b1d975333a8243d67b8bfe', 'https://gitlab.gnome.org/GNOME/gvfs/commit/d8c9138bf240975848b1c54db648ec4cd516a48f'}",gitlab
CVE-2019-12450,https://www.cvedetails.com/cve/CVE-2019-12450/,CWE-362,,2019-05-29,2020-08-24,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"file_copy_fallback in gio/gfile.c in GNOME GLib 2.15.0 through 2.61.1 does not properly restrict file permissions while a copy operation is in progress. Instead, default permissions are used.","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2W4WIOAGO3M743M5KZLVQZM3NGHQDYLI/', 'https://usn.ubuntu.com/4014-1/', 'https://lists.debian.org/debian-lts-announce/2019/06/msg00013.html', 'https://access.redhat.com/errata/RHSA-2019:3530', 'http://lists.opensuse.org/opensuse-security-announce/2019-06/msg00076.html', 'https://gitlab.gnome.org/GNOME/glib/commit/d8f8f4d637ce43f8699ba94c9b7648beda0ca174', 'https://security.netapp.com/advisory/ntap-20190606-0003/', 'https://usn.ubuntu.com/4014-2/'}",{'https://gitlab.gnome.org/GNOME/glib/commit/d8f8f4d637ce43f8699ba94c9b7648beda0ca174'},gitlab
CVE-2019-12449,https://www.cvedetails.com/cve/CVE-2019-12449/,CWE-755,,2019-05-29,2020-08-24,3.5,None,Remote,Medium,???,Partial,None,None,"An issue was discovered in GNOME gvfs 1.29.4 through 1.41.2. daemon/gvfsbackendadmin.c mishandles a file's user and group ownership during move (and copy with G_FILE_COPY_ALL_METADATA) operations from admin:// to file:// URIs, because root privileges are unavailable.","{'https://gitlab.gnome.org/GNOME/gvfs/commit/409619412e11be146a31b9a99ed965925f1aabb8', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/M2DQVOL5H5BVLXYCEB763DCIYJQ7ZUQ2/', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00009.html', 'https://usn.ubuntu.com/4053-1/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FP6BFQUPQRVRRFIYHFWWB6RHJNEB4LGQ/', 'https://www.openwall.com/lists/oss-security/2019/07/09/3', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00008.html'}",{'https://gitlab.gnome.org/GNOME/gvfs/commit/409619412e11be146a31b9a99ed965925f1aabb8'},gitlab
CVE-2019-12448,https://www.cvedetails.com/cve/CVE-2019-12448/,CWE-362,,2019-05-29,2019-07-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,An issue was discovered in GNOME gvfs 1.29.4 through 1.41.2. daemon/gvfsbackendadmin.c has race conditions because the admin backend doesn't implement query_info_on_read/write.,"{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/M2DQVOL5H5BVLXYCEB763DCIYJQ7ZUQ2/', 'https://gitlab.gnome.org/GNOME/gvfs/commit/764e9af7522e3096c0f44613c330377d31c9bbb5', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00009.html', 'https://usn.ubuntu.com/4053-1/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FP6BFQUPQRVRRFIYHFWWB6RHJNEB4LGQ/', 'https://www.openwall.com/lists/oss-security/2019/07/09/3', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00008.html'}",{'https://gitlab.gnome.org/GNOME/gvfs/commit/764e9af7522e3096c0f44613c330377d31c9bbb5'},gitlab
CVE-2019-12447,https://www.cvedetails.com/cve/CVE-2019-12447/,,,2019-05-29,2020-08-24,4.9,None,Remote,Medium,???,Partial,Partial,None,An issue was discovered in GNOME gvfs 1.29.4 through 1.41.2. daemon/gvfsbackendadmin.c mishandles file ownership because setfsuid is not used.,"{'https://gitlab.gnome.org/GNOME/gvfs/commit/d7d362995aa0cb8905c8d5c2a2a4c305d2ffff80', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/M2DQVOL5H5BVLXYCEB763DCIYJQ7ZUQ2/', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00009.html', 'https://usn.ubuntu.com/4053-1/', 'http://lists.opensuse.org/opensuse-security-announce/2019-07/msg00008.html', 'https://www.openwall.com/lists/oss-security/2019/07/09/3', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/FP6BFQUPQRVRRFIYHFWWB6RHJNEB4LGQ/'}",{'https://gitlab.gnome.org/GNOME/gvfs/commit/d7d362995aa0cb8905c8d5c2a2a4c305d2ffff80'},gitlab
CVE-2019-12290,https://www.cvedetails.com/cve/CVE-2019-12290/,CWE-20,,2019-10-22,2019-10-29,5.0,None,Remote,Low,Not required,None,Partial,None,"GNU libidn2 before 2.2.0 fails to perform the roundtrip checks specified in RFC3490 Section 4.2 when converting A-labels to U-labels. This makes it possible in some circumstances for one domain to impersonate another. By creating a malicious domain that matches a target domain except for the inclusion of certain punycoded Unicode characters (that would be discarded when converted first to a Unicode label and then back to an ASCII label), arbitrary domains can be impersonated.","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/3UFT76Y7OSGPZV3EBEHD6ISVUM3DLARM/', 'https://usn.ubuntu.com/4168-1/', 'https://security.gentoo.org/glsa/202003-63', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ONG3GJRRJO35COPGVJXXSZLU4J5Y42AT/', 'https://gitlab.com/libidn/libidn2/commit/241e8f486134793cb0f4a5b0e5817a97883401f5', 'https://gitlab.com/libidn/libidn2/merge_requests/71', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RSI4TI2JTQWQ3YEUX5X36GTVGKO4QKZ5/', 'https://gitlab.com/libidn/libidn2/commit/614117ef6e4c60e1950d742e3edf0a0ef8d389de', 'http://lists.opensuse.org/opensuse-security-announce/2019-12/msg00009.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/U6ZXL2RDNQRAHCMKWPOMJFKYJ344X4HL/', 'http://lists.opensuse.org/opensuse-security-announce/2019-12/msg00008.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/KXDKYWFV6N2HHVSE67FFDM7G3FEL2ZNE/'}","{'https://gitlab.com/libidn/libidn2/commit/241e8f486134793cb0f4a5b0e5817a97883401f5', 'https://gitlab.com/libidn/libidn2/commit/614117ef6e4c60e1950d742e3edf0a0ef8d389de'}",gitlab
CVE-2019-12046,https://www.cvedetails.com/cve/CVE-2019-12046/,CWE-522,,2019-05-22,2020-08-24,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,LemonLDAP::NG -2.0.3 has Incorrect Access Control.,"{'https://lemonldap-ng.org/download', 'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/issues/1742', 'https://projects.ow2.org/view/lemonldap-ng/lemonldap-ng-2-0-4-is-out/', 'https://projects.ow2.org/view/lemonldap-ng/lemonldap-ng-1-9-19-is-out/', 'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/issues/1744', 'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/commits/master', 'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/issues/1743', 'https://seclists.org/bugtraq/2019/May/38'}",{'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/commits/master'},gitlab
